,name,cat,food_cat,food_rank,service_rank,price_rank,review_num,ranking_pos,ad_cat,pri_rate,address
480,Sinpo Uri Mandu Insa,restaurant,Asian,45,40,45,30,581,Insadong,4.0,"37, Insa-dong, Jongno-gu, Seoul South Korea"
481,Paris Croissant Seoul Station,restaurant,Cafe,40,40,40,28,582,Jung-gu,4.0,"405 Hangang-daero, Yongsan-gu Seoul Station, Seoul 04320 South Korea"
482,SIGNIEL Seoul The Lounge,restaurant,French,50,50,35,28,584,Songpa-gu,4.5,"300, Olympic-ro, Songpa-gu 79F, Lotte World Tower, Seoul 05551 South Korea"
483,Bann Thai,restaurant,Asian,40,45,35,35,586,Jongno-gu,4.0,"65, Yulgok-ro, Jongno-gu 2f, Seoul 03059 South Korea"
484,Bud Namujip Main,restaurant,Asian,45,45,25,20,587,Seocho-dong,4.5,"1340-5, Seocho 2-dong, Seocho-gu, Seoul 137-861 South Korea"
485,Kottbob,restaurant,Asian,45,45,45,17,589,Jongno-gu,4.5,"3-6, Insadong 16-gil, Jongno-gu, Seoul 03146 South Korea"
486,"Chakraa Indian Restaurant, Hannam, Seoul",restaurant,Indian,45,40,40,27,590,Hannam-dong,4.5,"28-9, Hannam-Dong, Yongsan-Gu, Seoul 04420 South Korea"
487,Nene Chicken Ewha Womans University,restaurant,Asian,45,40,40,30,591,Nogosan-dong,4.5,"1-3, Nogosan-dong, Mapo-gu #109, Posvill, Seoul South Korea"
488,Maison de Paris,restaurant,French,45,45,45,25,594,Jongno 1.2.3.4 ga-dong,4.5,"33-4, Supyo-ro 28-gil, Jongno-gu, Seoul 03133 South Korea"
489,P.F. Chang's Lotte World Mall,restaurant,Chinese,40,40,35,46,596,Songpa-gu,4.0,"300, Olympic-ro, Songpa-gu 5f, Seoul 05551 South Korea"
490,Shake Shack Cheongdam,restaurant,American,40,40,30,36,597,Jung-gu,4.0,"327, Dosan-daero, Gangnam-gu 1F, SGF Cheongda, Tower, Seoul 06019 South Korea"
491,Si.Wha.Dam Itaewon,restaurant,Asian,45,45,45,22,600,Itaewon,4.5,"5-5, Itaewon-dong, Yongsan-gu, Seoul 140-857 South Korea"
492,Gyeongcheonaein 2237,restaurant,Asian,45,45,35,32,602,Samseongdong / COEX,4.5,"421, Teheran-ro, Gangnam-gu Amcheon Bldg. 3F, Seoul 06160 South Korea"
493,DIOR Cafe,restaurant,Cafe,45,40,35,44,603,Gangnam-gu,4.0,"464 Apgujeong-ro, Gangnam-gu, Seoul 06015 South Korea"
494,Daesungjip,restaurant,Asian,45,35,40,25,604,Jongno-gu,4.5,"87 Kyobuk-dong, Jongro-gu, Seoul South Korea"
495,Gold Pig Restaurant,restaurant,Asian,40,45,40,23,605,Jung-gu,4.5,"149, Dasan-ro, Jung-gu, Seoul 04607 South Korea"
496,Samhaejip,restaurant,Asian,45,40,45,27,606,Jongno 1.2.3.4 ga-dong,4.5,"16-15, Supyo-ro 20-gil, Jongno-gu, Seoul 03192 South Korea"
497,Motor City,restaurant,American,45,40,35,24,608,Itaewon,4.5,"140-1, Itaewon-ro, Yongsan-gu 2f, Seoul 04390 South Korea"
498,Choma,restaurant,Chinese,40,35,35,35,609,Hongdae,4.0,"407-18 Seogyo-dong, Mapo-gu, Seoul South Korea"
499,Kyungbokkung - Gwanhun,restaurant,Korean,40,40,35,31,611,Jongno-gu,4.0,"38, Insadong 5-gil, Jongno-gu CenterMark Hotel B1F, Seoul 03149 South Korea"
500,Anthracite Hannam,restaurant,Cafe,45,40,40,20,612,Hannam-dong,4.5,"240, Itaewon-ro, Yongsan-gu 1-3f, Seoul 04400 South Korea"
501,Starbucks Yeouido,restaurant,Cafe,40,45,40,32,613,Yeongdeungpo-gu,4.0,"28, Gukjegeumyung-ro 2-gil, Yeongdeungpo-gu KB Geumyung Tower, Seoul 07325 South Korea"
502,Doughroom,restaurant,Italian,45,45,35,21,614,Seocho-gu,4.5,"99, Donggwang-ro, Seocho-gu 2f, Seoul 06584 South Korea"
503,Toc Toc,restaurant,European,45,40,40,20,616,Gangnam-gu,4.5,"33, Dosan-daero 51-gil, Gangnam-gu 3f, Seoul 06019 South Korea"
504,Starbucks Gyeongbokgung Sageori,restaurant,Cafe,35,40,35,28,617,Jongno-gu,4.0,"6, Yulgok-ro, Jongno-gu 1F, Twintree Bldg., Seoul 03142 South Korea"
505,Deokeunjip,restaurant,Asian,45,40,35,22,622,Gangnam-gu,4.5,"7-15 Nonhyeon-dong, Gangnam-gu, Seoul South Korea"
506,Kkangtong Mandu,restaurant,Asian,45,35,35,23,623,Jongno-gu,4.5,"5-6, Bukchon-ro 2-gil, Jongno-gu, Seoul 03059 South Korea"
507,Myongdongjeong,restaurant,Asian,45,50,45,18,624,Myeongdong / Namdaemun,4.5,"299, Samil-daero, Jung-gu 1F, Seongchang Bldg., Seoul 04537 South Korea"
508,Damotori,restaurant,Asian,45,45,45,20,627,Yongsan-dong,4.5,"31, Sinheung-ro, Yongsan-gu, Seoul 04338 South Korea"
509,What a Salad,restaurant,American,45,45,35,19,629,Itaewon,4.5,"31, Bogwang-ro 59-gil, Yongsan-gu, Seoul 04391 South Korea"
510,Sesangui Modeun Achim,restaurant,Italian,40,35,25,26,631,Yeongdeungpo-gu,4.0,"24, Yeoui-daero, Yeongdeungpo-gu Federation of Korean Industries Bldg. 50, 51F, Seoul 07320 South Korea"
511,Vecchia e Nuovo - Bonjeom (Singwan 4F),restaurant,European,40,40,40,30,632,Myeongdong / Namdaemun,4.0,"63, Sogong-ro, Jung-gu Shinsegae Department Store 4th Flo, Seoul 04530 South Korea"
512,Yongmunjip,restaurant,Asian,45,45,45,26,633,Seongdong-gu,4.5,"76, Majang-ro 35-gil, Seongdong-gu, Seoul 04753 South Korea"
513,Tani Next Door,restaurant,Japanese,45,45,40,22,634,Jung-gu,4.5,"73, Namdaemun-ro, Jung-gu 9F, Lotte Department Store Avenue L, Seoul 04533 South Korea"
514,Gongneung Dak Hanmari,restaurant,Korean,45,40,40,21,635,Seodaemun,4.5,"77, Yonsei-ro 2-gil, Seodaemun-gu, Seoul 03778 South Korea"
515,Murree Tandoori & Curry,restaurant,Asian,40,40,35,50,637,Itaewon,4.0,"140-6 Itaewon-dong, Yongsan-gu, Seoul South Korea"
516,Maboknim Wonjo Halmeonijip Ttokbokki,restaurant,Asian,40,35,40,69,639,Jung-gu,3.5,"292-112 Sindang 1-dong, Jung-gu, Seoul South Korea"
517,Goobok Mandu,restaurant,Chinese,45,40,40,21,642,Namyeong-dong,4.5,"10, Duteopbawi-ro, Yongsan-gu, Seoul 04352 South Korea"
518,Gangga Mugyo,restaurant,Indian,35,40,30,53,643,Jung-gu,4.0,"84, Taepyeong-ro 1-ga, Jung-gu B2F, Seoul Finance Bldg., Seoul South Korea"
519,Sijo Myeongdong Dakhanmari,restaurant,Asian,45,40,45,16,644,Jongno-gu,5.0,"10, Jong-ro 40ga-gil, Jongno-gu, Seoul 03197 South Korea"
520,Ililhyang,restaurant,Chinese,45,40,35,24,645,Gangnam-gu,4.5,"601-3, Sinsa-dong, Gangnam-gu, Seoul South Korea"
521,California Pizza Kitchen Gangnam,restaurant,Pizza,40,45,40,33,647,Gangnam / Nonhyeon / Yeoksam,4.0,"463, Gangnam-daero, Seocho-gu Regen tower 2nd floor, Seoul 06611 South Korea"
522,Hwanghu Myeongga - Gwanghwamun Head Office,restaurant,Asian,50,40,40,21,648,Jongno-gu,4.5,"6, Jahamun-ro 6-gil, Jongno-gu Baeksong Building, Seoul 03044 South Korea"
523,Monk's Butcher,restaurant,European,50,40,45,13,649,Hannam-dong,5.0,"228-1, Itaewon-ro, yongsan-gu 3/4 Floor, Seoul 04400 South Korea"
524,Il Mazzio Myeongdong,restaurant,Pizza,30,35,35,30,654,Myeongdong / Namdaemun,4.0,"17, Myeongdong 3-gil, Jung-gu, Seoul 04534 South Korea"
525,Bamboo House,restaurant,Barbecue,50,45,35,43,655,Gangnam / Nonhyeon / Yeoksam,4.0,"658-10, Yeoksam1-dong, Gangnam-gu, Seoul South Korea"
526,Taste of Thailand,restaurant,Asian,45,40,40,60,656,Itaewon,4.0,"671, Itaewon-dong, Yongsan-gu, Seoul South Korea"
527,Mudeungsan,restaurant,Barbecue,45,45,40,28,658,Gangnam-gu,4.0,"1-15 Cheongdam-dong, Gangnam-gu, Seoul South Korea"
528,L'Empreinte Bistro Seoul,restaurant,French,45,45,40,24,659,Yeonnam-dong,4.5,"244, Donggyo-ro, Mapo-gu 2F Geogu Bldg., Seoul 03982 South Korea"
529,The Riverside Hotel The Garden Kitchen,restaurant,International,50,50,45,20,660,Jamwon-dong,5.0,"6, Gangnam-daero 107-gil, Seocho-gu The Riverside Hotel 1F, Seoul 06524 South Korea"
530,Changgo 43 - Main Store,restaurant,Asian,45,40,35,36,661,Yeongdeungpo-gu,4.0,"33, Gukjegeumyung-ro 6-gil, Yeongdeungpo-gu, Seoul 07331 South Korea"
531,Red Sun,restaurant,Korean,45,40,45,34,662,Myeongdong / Namdaemun,4.0,"16-1, Myeongdong 4-gil, Jung-gu, Seoul 04536 South Korea"
532,Bukchangdong Sundunbu,restaurant,Asian,45,35,40,32,663,Dohwa-dong,4.0,"179-1 Dohwa-dong, Mapo-gu, Seoul South Korea"
533,Layered,restaurant,International,50,45,45,44,665,Jongno-gu,4.0,"2-3, Bukchon-ro 2-gil, Jongno-gu, Seoul 03059 South Korea"
534,Mad Fry Chicken,restaurant,Korean,45,40,40,23,667,Samseongdong / COEX,4.5,"2728, Nambusunhwan-ro, Gangnam-gu, Seoul 06296 South Korea"
535,The Baker's Table,restaurant,European,40,35,35,78,668,Itaewon,3.5,"244-1, Noksapyeong-daero, Yongsan-gu, Seoul 04343 South Korea"
536,Tom N Toms Coffee Apgujeong Station,restaurant,Cafe,45,40,40,34,670,Sinsa / Garosugil,4.0,"581-1, Sinsa-dong, Gangnam-gu, Seoul South Korea"
537,Copacabana Grill,restaurant,Steakhouse,40,35,35,103,671,Itaewon,3.5,"Minsaeng B.D. 2F, 119-9, Itaewon-dong, Yongsan-gu, Seoul South Korea"
538,Dondon Sutbul Galbi,restaurant,Korean,35,40,35,44,672,Myeongdong / Namdaemun,4.0,"35, Myeongdong 8ga-gil, Jung-gu, Seoul 04537 South Korea"
539,Magpie Brewing Co. - Itaewon,restaurant,Pizza,45,45,45,16,673,Itaewon,4.5,"244-1, Noksapyeong-daero, Yongsan-gu, Seoul 04343 South Korea"
540,Viva Polo Yeolmae,restaurant,Italian,50,45,40,21,675,Gangdong-gu,4.5,"1631, Yangjae-daero, Gangdong-gu, Seoul 05257 South Korea"
541,Agio Hongdae Store,restaurant,Italian,40,40,35,36,677,Jongno-gu,4.0,"364-6, Seogyo-dong, Mapo-gu, Seoul South Korea"
542,Jenny's Cafe,restaurant,Italian,45,45,40,18,678,Seodaemun,4.5,"190-1 Yeonhui-dong, Seodaemun-gu, Seoul South Korea"
543,Ashley Cheonho 2001 Outlet,restaurant,Steakhouse,40,45,40,24,680,Gangdong-gu,4.5,"563, Cheonho-dong, Gangdong-gu 5F, Icheonil Outlet, Seoul South Korea"
544,Blooming Garden Gangnam,restaurant,Italian,40,45,35,28,681,Gangnam / Nonhyeon / Yeoksam,4.0,"826-14, Yeoksam-dong, Gangnam-gu B1F, KTB Network Bldg., Seoul 135-769 South Korea"
545,Obaltan Yeoksam,restaurant,Barbecue,45,40,35,34,683,Samseongdong / COEX,4.0,"71-14 Samseong-dong, Gangnam-gu, Seoul 135-090 South Korea"
546,Just Steak,restaurant,Steakhouse,45,30,35,21,686,Gangnam-gu,4.5,"657-3, Sinsa-dong, Gangnam-gu, Seoul South Korea"
547,Menya Sandaime,restaurant,Japanese,40,40,40,28,687,Hongdae,4.5,"24, Hongik-Ro 5an-Gil, Mapo-Gu, Seoul 04039 South Korea"
548,Korea Samgyetang Sejongno Store,restaurant,Asian,45,40,40,19,688,Jongno-gu,4.5,"164 Sejongno, Jongno-gu, Seoul South Korea"
549,Outback Steakhouse Central City,restaurant,Steakhouse,40,45,35,24,689,Banpo-dong,4.0,", Banpo-dong, Seocho-gu, Seoul 137-040 South Korea"
550,La FERME,restaurant,European,40,40,30,21,692,Hannam-dong,4.5,"32, Itaewon-ro 54-gil, Yongsan-gu #202, Seoul 04400 South Korea"
551,ELBON the table Garosugil Store,restaurant,European,40,40,30,59,693,Garosugil,3.5,"530-5 Sinsa-dong, Gangnam-gu, Seoul South Korea"
552,Goo STK 733,restaurant,Steakhouse,50,45,40,20,694,Itaewon,4.5,"101, Itaewon-ro 27-gil, Yongsan-gu 1F Goostk 733, Seoul 04349 South Korea"
553,Coffee Bean Myeongdong Nine Tree Hotel,restaurant,Cafe,40,35,40,34,695,Myeongdong / Namdaemun,4.0,"51, Myeongdong 10-gil, Jung-gu, Seoul 04537 South Korea"
554,Samwon Garden Daechi,restaurant,Korean,45,45,40,24,697,Gangnam-gu,4.5,"993-1, Daechi2-dong, Gangnam-gu, Seoul South Korea"
555,Power Plant,restaurant,Bar,40,40,35,40,698,Jongno 1.2.3.4 ga-dong,4.0,"17, Jong-ro 3-gil, Jongno-gu 3F D-Tower, Seoul 03155 South Korea"
556,Baekjae Jeongyukjeom,restaurant,Asian,45,35,45,24,699,Jongno-gu,4.0,"155, Hyoje-dong, Jongno-gu, Seoul South Korea"
557,Yookssam Naengmyeon Myeongdong 2,restaurant,Asian,40,35,50,34,703,Jung-gu,4.0,"10, Myeongdong 4-gil, Jung-gu, Seoul 04536 South Korea"
558,Yukjeon Hoegwan,restaurant,Barbecue,45,35,40,23,704,Dohwa-dong,4.0,"47, Tojeong-Ro 37-Gil, Mapo-Gu, Seoul 04155 South Korea"
559,BBQ Chicken,restaurant,Barbecue,45,45,45,24,705,Jung-gu,4.0,"119, Jongno3-ga, Jongno-gu, Seoul South Korea"
560,The Place COEX Mall,restaurant,Italian,40,40,35,22,706,Samseongdong / COEX,4.0,"513, Yeongdong-daero, Gangnam-gu J102, B1, COEX Mall, Seoul 06164 South Korea"
561,Samcheonggak Dawon,restaurant,Asian,40,45,35,52,709,Seongbuk-dong,4.0,"3, Daesagwan-ro, Seongbuk-gu, Seoul 02822 South Korea"
562,Nature Kitchen - Gwanghwamun,restaurant,Asian,40,40,40,20,710,Jongno 1.2.3.4 ga-dong,4.5,"17 Jong-ro 3-gil, Jongno-gu D tower 5F, Seoul 03155 South Korea"
563,Re:BAR,restaurant,Bar,40,45,30,22,711,Gwangjang-dong,4.5,"177, Walkerhill-ro, Gwangjin-gu 1F, Vista Walkerhill Seoul, Seoul 04963 South Korea"
564,Starbucks Yeoksam Station,restaurant,Cafe,35,35,30,28,713,Gangnam / Nonhyeon / Yeoksam,4.0,"145, Teheran-ro, Gangnam-gu Usin Bldg., Seoul 06132 South Korea"
565,Baskin Robbins 31,restaurant,Cafe,40,40,30,18,715,Jung-gu,4.5,"10, Gukje Geumyung-Ro, Seoul South Korea"
566,CoffeeLibre Myeongdong,restaurant,Cafe,45,40,40,21,716,Myeongdong / Namdaemun,4.0,"74, Myeongdong-gil, Jung-gu Myeongdong Cathedral on the first floor of 1898 Square, Seoul 04537 South Korea"
567,Krispy Kreme Doughnuts Myeongdong Theater,restaurant,Fast Food,40,40,35,35,717,Myeongdong / Namdaemun,4.0,"35, Myeongdong-gil, Jung-gu, Seoul 04534 South Korea"
568,Persian Palace,restaurant,International,40,45,35,17,720,Jongno-gu,4.5,"9, Sungkyunkwan-ro 6-gil, Jongno-gu, Seoul 03074 South Korea"
569,Mad For Garlic - Mokdong,restaurant,Italian,45,45,35,23,721,Yangcheon-gu,4.5,"233-3, Mokdongdong-ro, Yangcheon-gu SMT Building, B1F, Seoul 07995 South Korea"
570,Seobook Myeonok,restaurant,Asian,45,35,40,32,722,Gwangjin-gu,4.0,"80-47, Guui-dong, Gwangjin-gu, Seoul South Korea"
571,Potala Restaurant Jongno Store,restaurant,Asian,40,45,35,34,723,Jongno 1.2.3.4 ga-dong,4.0,"Supyogyo Building B1, 35-2, Gwancheol-dong, Jongno-gu, Seoul 110-111 South Korea"
572,Bicena,restaurant,Korean,50,45,35,22,724,Songpa-gu,4.0,"300, Olympic-ro, Songpa-gu 81F, Lotte World Tower, Seoul 05551 South Korea"
573,Aeseong Hoegwan Hanwoo Gomtang,restaurant,Asian,50,50,50,15,725,Myeongdong / Namdaemun,4.5,"23, Namdaemun-ro 5-gil, Jung-gu, Seoul 04526 South Korea"
574,A Two Some Place - Sinchon,restaurant,Cafe,40,40,35,33,730,Seodaemun,4.0,"1, Yonsei-ro, Seodaemun-gu, Seoul 03789 South Korea"
575,"The Lounge, Park Hyatt Seoul",restaurant,Asian,50,50,45,21,732,Gangnam-gu,4.5,"Hoteraipakeu(Ju) 606 Teheran-ro Park Hyatt Seoul, 24th Floor, Seoul 06174 South Korea"
576,The Booth,restaurant,Pizza,40,35,35,51,733,Itaewon,4.0,"705, Itaewon-dong, Yongsan-gu, Seoul South Korea"
577,Mcdonalds,restaurant,Fast Food,35,35,40,31,736,Myeongdong / Namdaemun,4.0,"8, myeongdong7-Gil, Seoul South Korea"
578,Seven Square,restaurant,Asian,40,40,35,27,738,Jung-gu,4.0,"119, Sogong-Ro, Seoul South Korea"
579,Gaon,restaurant,Korean,40,45,35,30,743,Gangnam-gu,4.0,"317 Dosan-daero, Gangnam-gu Horim Art bldg. M FL., Seoul 06021 South Korea"
580,Ojangdong Hamheung Naengmyeon,restaurant,Asian,40,35,35,37,747,Jung-gu,4.0,"90-10, Ojang-dong, Jung-gu, Seoul South Korea"
581,Downtowner Hannam,restaurant,American,40,35,35,24,748,Hannam-dong,4.0,"28-4, Itaewon-ro 42-gil, Yongsan-gu, Seoul 04400 South Korea"
582,Ola Yeouido Park Centre,restaurant,Italian,40,40,30,26,749,Yeongdeungpo-gu,4.0,"8, Yeoui-daero, Yeongdeungpo-gu B1F Yeouido Park Centre, Seoul 07320 South Korea"
583,Mapook,restaurant,Asian,45,40,40,20,750,Mapo-dong,4.5,"312, Tojeong-ro, Mapo-gu, Seoul 04165 South Korea"
584,Ola Yeouido KBS,restaurant,Italian,40,35,30,36,753,Yeongdeungpo-gu,4.0,"38, Uisadang-daero, Yeongdeungpo-gu Island Park, Seoul 07236 South Korea"
585,Root,restaurant,Cafe,50,40,45,22,754,Hannam-dong,4.5,"26-4 Itaewon-ro 55ga-gil, Yongsan-gu 2f, Seoul 04348 South Korea"
586,Taco Amigo,restaurant,Mexican,45,40,40,33,755,Itaewon,4.0,"123, Bogwang-ro, Yongsan-gu, Seoul 04391 South Korea"
587,Geumryong,restaurant,Chinese,40,45,40,21,760,Gwangjang-dong,4.5,"21, Gwangjang-dong, Gwangjin-gu Sheraton Grand Walker Hill Seoul, Seoul South Korea"
588,Otsal Traditional Indian Restaurant Seoul National Univ.,restaurant,Indian,40,40,35,26,761,Bongcheon-dong,4.0,"856-5 Bongcheon-dong, Gwanak-gu, Seoul South Korea"
589,Cafe J Holic,restaurant,Cafe,40,40,40,25,762,Myeongdong / Namdaemun,4.0,"8 Myeongdong 6gil, Chung-gu, Seoul South Korea"
590,Thursday Party Draft House,restaurant,Bar,35,35,40,52,763,Hongdae,4.0,"364-3, Seogyo-dong, Mapo-gu, Seoul South Korea"
591,Dochi Pizza Jangchung,restaurant,Italian,50,45,40,24,764,Jung-gu,4.5,"24-29, Jangchung-dong 2-ga, Jung-gu, Seoul 100-855 South Korea"
592,Tabom Brazil,restaurant,International,50,45,45,16,765,Itaewon,4.5,"161, Itaewon-ro, Yongsan-gu, Seoul 04351 South Korea"
593,Starbucks COEX Sageori,restaurant,Cafe,45,45,45,28,766,Gangnam-gu,4.0,"616, Yeongdong-daero, Gangnam-gu, Seoul 06081 South Korea"
594,Primo Bacio Baci,restaurant,Italian,45,45,45,30,767,Hongdae,4.0,"346-47, Seogyo-dong, Mapo-gu 2f, Seoul South Korea"
595,Ashley Konkuk University,restaurant,Steakhouse,40,40,40,36,768,Konkuk University / Children's Grand Park,4.0,"4-20, Hwayang-dong, Gwangjin-gu 4-20, B-4F, Starcity Yeongjon Bldg., Seoul South Korea"
596,Goe Mon,restaurant,Japanese,40,40,30,19,771,Gangnam / Nonhyeon / Yeoksam,4.5,"7, Seocho-daero77-Gil, Seoul South Korea"
597,Il Ponte,restaurant,Italian,40,45,35,28,773,Jung-gu,4.0,"50, Sowol-Ro, Jung-Gu, Seoul 04637 South Korea"
598,Better Than Beef,restaurant,Asian,40,40,30,31,776,Garosugil,4.0,"5, Dosan-daero11-Gil, Seoul South Korea"
599,Starbucks Myeongdong Mirae,restaurant,Cafe,40,30,35,25,777,Myeongdong / Namdaemun,4.0,"48-2 Myeong-Dong 1-Ga Jung-Gu 2f, Seoul 100-021 South Korea"
600,I am. A Burger&,restaurant,Fast Food,45,40,40,19,778,Hongdae,4.5,"13, Wausan-ro 30-gil, Mapo-gu, Seoul 04059 South Korea"
601,Subin,restaurant,Asian,45,45,45,16,779,Seodaemun,4.5,"81-13, Yeonhui-dong, Seodaemun-gu, Seoul South Korea"
602,Starbucks,restaurant,Cafe,40,45,35,37,780,Jung-gu,4.0,"Ace Twin Tower Guro, Seoul South Korea"
603,Vips Myeongdong Central,restaurant,Steakhouse,40,35,30,30,781,Myeongdong / Namdaemun,4.0,"53, Myeongdong-gil, Jung-gu, Seoul 04538 South Korea"
604,Fukuoka Hambageu -Yeongdeungpo Shinsegae,restaurant,Asian,45,45,40,23,782,Yeongdeungpo-gu,4.5,"15, Yeongjung-ro, Yeongdeungpo-gu 9F, Shinsegae Department Store, Seoul 07305 South Korea"
605,B.C.S Boiling Crab & Shrimp Korea,restaurant,Seafood,45,45,45,26,786,Itaewon,4.5,"1, Noksapyeong-daero 40na-gil, Yongsan-gu 3rd Floor, Seoul 04345 South Korea"
606,SUDAM Korean Traditional Food Restaurant,restaurant,Asian,45,45,40,20,787,Samseongdong / COEX,4.0,"418, Bongeunsa-Ro, Gangnam-gu, Seoul South Korea"
607,Kkanbu Chicken Jongno District,restaurant,Asian,45,40,40,19,791,Jongno-gu,4.5,"81, Sambong-ro, Jongno-gu, Seoul 03150 South Korea"
608,Dos Tacos Gangnam Station,restaurant,Mexican,45,40,45,38,793,Gangnam / Nonhyeon / Yeoksam,4.0,"455, Gangnam-daero, Seocho-gu, Seoul 06611 South Korea"
609,I'm C,restaurant,Cafe,45,40,35,21,794,Gangnam-gu,4.0,"461, Apgujeong-ro, Gangnam-gu, Seoul 06011 South Korea"
610,Mad For Garlic Apgujeong,restaurant,Italian,40,40,35,45,798,Gangnam-gu,4.0,"616-1 Sinsa-dong, Gangnam-gu B1F Patima Bldg., Seoul South Korea"
611,Seokparang,restaurant,Asian,40,45,30,46,800,Jongno-gu,4.0,"125, Hongji-dong, Jongno-gu, Seoul South Korea"
612,Caffe Pascucci Myeongdong 3,restaurant,Cafe,40,40,40,34,801,Myeongdong / Namdaemun,4.0,"14, Myeongdong 8-gil, Jung-gu 3f, Seoul 04536 South Korea"
613,Egg Drop - Hongdae Ipgu,restaurant,Korean,45,35,40,15,802,Insadong,4.5,"15, Hongik-ro, Mapo-gu, Seoul 04040 South Korea"
614,Daily Beer - Yeouido,restaurant,Asian,40,40,45,14,805,Yeongdeungpo-gu,4.5,"386, Yeouidaebang-ro, Yeongdeungpo-gu 1F, Seoul 07343 South Korea"
615,Huijuk Huijuk,restaurant,Asian,45,40,35,21,808,Myeongdong / Namdaemun,4.5,"52, Myeongdong 8ga-gil, Jung-gu, Seoul 04537 South Korea"
616,Ziu BBQ,restaurant,Asian,45,45,40,15,809,Jung-gu,4.5,"20, Toegye-ro 18-gil, Jung-gu, Seoul 04631 South Korea"
617,Wangbijib Sicheong Mugyo,restaurant,Asian,45,40,40,22,810,Jung-gu,4.5,"21, Mugyo-ro, Jung-gu The Exchange Seoul Building 2F, Seoul 04520 South Korea"
618,Loco Loco Jogeajjim,restaurant,Asian,40,40,40,16,811,Jamwon-dong,4.5,"26-10 Jamwon-dong, Seocho-gu, Seoul 06526 South Korea"
619,Noodles,restaurant,Asian,40,40,40,35,812,Seocho-dong,4.0,"1465-11, Seocho-dong, Seocho-gu, Seoul South Korea"
620,Coffine Gurunaru Dongdae Station,restaurant,Cafe,40,40,35,21,813,Jung-gu,4.5,"260, Dongho-ro, Jung-gu Sindo Bldg. 1~2F, Seoul 04617 South Korea"
621,Nampo Myeonok,restaurant,Asian,35,35,30,40,814,Jung-gu,4.0,"24, Eulji-ro 3-gil, Jung-gu, Seoul 04522 South Korea"
622,Paris Croissant Seorae Maeul,restaurant,French,40,40,30,26,816,Jongno-gu,4.0,"2, Seorae-Ro 5-Gil, Seocho-Gu, Seoul South Korea"
623,Yago Mandoo,restaurant,Asian,40,30,40,24,817,Itaewon,4.0,"42, Usadan-ro, Yongsan-gu, Seoul 04405 South Korea"
624,Chungmu Gimbap,restaurant,Asian,40,35,30,35,818,Myeongdong / Namdaemun,4.0,"33-4, Myeongdong2-ga, Jung-gu, Seoul South Korea"
625,Songchoo Gamagoll in Urban Gwanghwamun,restaurant,Asian,40,40,35,26,819,Jongno-gu,4.0,"31, Saemunan-ro 5-gil, Jongno-gu 2F Center Point, Seoul 03173 South Korea"
626,Uncle's Grilled Fish,restaurant,Seafood,50,40,45,15,820,Jung-gu,4.5,"168-2, Namchang-dong, Jung-gu, Seoul South Korea"
627,Jinjinbara Yeoido,restaurant,Asian,40,45,40,22,821,Yeongdeungpo-gu,4.0,"27-8, Gukjegeumyung-ro 8-gil, Yeongdeungpo-gu NH Nonghyeop Capital Bldg. B1F, B2F, Seoul 07332 South Korea"
628,Hyeongje Yukheo,restaurant,Asian,45,40,40,21,826,Jongno-gu,4.5,"200-1, Jong-ro, Jongno-gu, Seoul 03195 South Korea"
629,Sarangbang Kalguksu,restaurant,Asian,45,40,50,18,828,Myeongdong / Namdaemun,4.5,"46, Toegye-ro 27-gil, Jung-gu, Seoul 04555 South Korea"
630,Mealdo,restaurant,Cafe,45,40,40,22,830,Seongsu1-dong,4.0,"96, Wangsimni-ro, Seongdong-gu, Seoul 04778 South Korea"
631,Uncle Sam's Pancake,restaurant,American,45,45,45,18,831,Itaewon,4.5,"47, Hoenamu-ro, Yongsan-gu, Seoul 04344 South Korea"
632,Tongue & Groove Joint,restaurant,Asian,40,45,35,15,835,Itaewon,4.5,"7 Bogwang-ro 60-gil, Yongsan-gu, Seoul 04406 South Korea"
633,Jingogae,restaurant,Asian,40,35,35,26,836,Jung-gu,4.0,"30-16, Chungmuro3-ga, Seoul South Korea"
634,Cafe Kona Queens,restaurant,Cafe,45,45,40,27,839,Jongno-gu,4.0,"65, Samcheong-ro, Jongno-gu, Seoul South Korea"
635,Guillaume,restaurant,French,40,40,35,28,843,Gangnam-gu,4.0,"88-37 Cheongdam-dong, Gangnam-gu, Seoul South Korea"
636,The Rose & Crown Ale House,restaurant,Bar,40,45,40,27,845,Itaewon,4.0,"6, Itaewon-ro 19-gil, Yongsan-gu 2, 3f, Seoul 04350 South Korea"
637,Coco Bruni Hannam,restaurant,Cafe,40,40,35,35,847,Hannam-dong,4.0,"683-136, Hannam-2dong, Yongsan-gu, Seoul South Korea"
638,Gwanghwamunjip,restaurant,Asian,40,30,35,31,849,Jongno-gu,4.0,"12, Saemunan-ro 5-gil, Jongno-gu, Seoul South Korea"
639,McDonald's Itaewon,restaurant,Fast Food,35,35,40,53,853,Itaewon,3.5,"142-1, Itaewon-ro, Yongsan-gu, Seoul 04390 South Korea"
640,Moon Jar,restaurant,Asian,45,45,40,20,854,Gangnam-gu,4.5,"38, Apgujeong-ro 46-gil, Gangnam-gu, Seoul 06017 South Korea"
